Product id,Data S2 Name,Group,id,Product_details,Country,Weight,Land Use (m2*year),Arable Land Use (m2*year),Pasture Land Use (m2*year),Biodiversity (sp*yr*10^14),"GHG Emissions (kg CO2eq, IPCC2013 incl CC feedbacks)",Acidification (g SO2eq),Eutrophication (g PO43-eq),Water Use (L),Scarcity Weighted Water Use (L eq),Sys
1,Wheat & Rye (Bread),starch_rich,213,Winter wheat,Sweden,0.2559726962457338,1.75,1.75,0.0,1.1,1.38,5.46,1.71,2.19,8.84,C
1,Wheat & Rye (Bread),starch_rich,214,Winter bread wheat,Switzerland,0.08532423208191127,1.77,1.77,0.0,2.63,1.27,6.88,0.95,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,215,Winter rye,Switzerland,0.08532423208191127,1.34,1.34,0.0,11.42,0.92,7.07,15.11,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,216,Winter rye,Switzerland,0.08532423208191127,1.53,1.53,0.0,12.99,1.02,9.04,19.75,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,217,Winter rye,Switzerland,0.08532423208191127,1.7,1.7,0.0,14.41,1.02,7.57,19.25,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,218,Winter rye,Switzerland,0.08532423208191127,1.72,1.72,0.0,14.64,1.07,10.77,23.09,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,219,Winter rye,Switzerland,0.08532423208191127,2.5,2.5,0.0,21.26,1.18,17.82,34.09,2.19,1.8,O
1,Wheat & Rye (Bread),starch_rich,220,Winter rye,Switzerland,0.08532423208191127,2.36,2.36,0.0,20.07,1.15,17.74,33.07,2.19,1.8,O
1,Wheat & Rye (Bread),starch_rich,221,Winter wheat,Switzerland,0.08532423208191127,1.58,1.58,0.0,13.79,1.12,7.94,22.67,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,222,Winter wheat,Switzerland,0.08532423208191127,1.93,1.93,0.0,16.88,1.17,8.07,27.17,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,223,Winter wheat,Switzerland,0.08532423208191127,1.68,1.68,0.0,14.71,1.13,8.17,19.07,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,224,Winter wheat,Switzerland,0.08532423208191127,1.9,1.9,0.0,16.63,1.13,7.96,23.54,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,225,Winter wheat,Switzerland,0.08532423208191127,1.97,1.97,0.0,17.22,1.2,8.08,31.4,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,226,Winter wheat,Switzerland,0.08532423208191127,2.02,2.02,0.0,17.72,1.23,9.52,26.21,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,227,Winter wheat,Switzerland,0.08532423208191127,2.34,2.34,0.0,20.48,1.27,10.07,31.53,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,228,Winter wheat,Switzerland,0.08532423208191127,2.39,2.39,0.0,20.9,1.34,10.06,39.47,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,229,Winter wheat,Switzerland,0.08532423208191127,2.69,2.69,0.0,23.57,1.33,23.29,41.95,2.19,1.8,O
1,Wheat & Rye (Bread),starch_rich,230,Winter wheat,Switzerland,0.08532423208191127,2.87,2.87,0.0,25.16,1.38,23.20,47.65,2.19,1.8,O
1,Wheat & Rye (Bread),starch_rich,231,Spring wheat,Switzerland,0.08532423208191127,1.83,1.83,0.0,16.05,1.23,9.17,14.35,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,232,Spring wheat,Switzerland,0.08532423208191127,1.93,1.93,0.0,16.88,1.26,9.28,16.22,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,233,Spring wheat,Switzerland,0.08532423208191127,2.22,2.22,0.0,19.39,1.34,11.24,19.23,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,234,Spring wheat,Switzerland,0.08532423208191127,2.38,2.38,0.0,20.81,1.44,21.31,26.75,2.19,1.8,C
1,Wheat & Rye (Bread),starch_rich,235,Spring wheat,Switzerland,0.08532423208191127,2.96,2.96,0.0,25.91,1.3,19.60,24.36,2.19,1.8,O
1,Wheat & Rye (Bread),starch_rich,236,Spring wheat,Switzerland,0.08532423208191127,2.93,2.93,0.0,25.66,1.32,19.69,27.65,2.19,1.8,O
1,Wheat & Rye (Bread),starch_rich,239,Wheat,United Kingdom,1.1945392491467577,1.23,1.23,0.0,1.52,0.94,13.13,3.14,2.19,6.88,C
1,Wheat & Rye (Bread),starch_rich,240,Winter wheat,United Kingdom,0.938566552901024,1.4,1.4,0.0,1.73,0.97,-,2.79,2.19,6.88,C
1,Wheat & Rye (Bread),starch_rich,241,Winter wheat,United Kingdom,0.938566552901024,2.04,2.04,0.0,2.53,0.84,-,2.5,2.19,6.88,O
1,Wheat & Rye (Bread),starch_rich,242,Winter wheat,United Kingdom,0.3412969283276451,1.51,1.51,0.0,2.06,0.95,4.54,1.02,2.51,8.31,C
